Algorithm,FS Method,Balancing Method,Normalized,class,accuracy,precision,recall,f1-score,support
XGBoost mean,Fisher Score,Not balanced,Not Normalized,0,0.8163440860215054,0.44000000000000006,0.04,0.04000000000000001
XGBoost mean,Fisher Score,Not balanced,Not Normalized,1,0.8163440860215054,0.853992673992674,0.9461538461538461,0.8970085470085472
Random Forest 1,Pearson Coeff,Random Over Sampler,Standardization,0,,0.75,0.6,0.6666666666666665,5
Random Forest 1,Pearson Coeff,Random Over Sampler,Standardization,1,,0.9259259259259259,0.9615384615384616,0.9433962264150944,26
Random Forest 2,Pearson Coeff,Random Over Sampler,Standardization,0,,1.0,0.6,0.7499999999999999,5
Random Forest 2,Pearson Coeff,Random Over Sampler,Standardization,1,,0.9285714285714286,1.0,0.962962962962963,26
Random Forest 3,Pearson Coeff,Random Over Sampler,Standardization,0,,1.0,0.5,0.6666666666666666,4
Random Forest 3,Pearson Coeff,Random Over Sampler,Standardization,1,,0.9285714285714286,1.0,0.962962962962963,26
Random Forest 4,Pearson Coeff,Random Over Sampler,Standardization,0,,1.0,0.5,0.6666666666666666,4
Random Forest 4,Pearson Coeff,Random Over Sampler,Standardization,1,,0.9285714285714286,1.0,0.962962962962963,26
Random Forest 5,Pearson Coeff,Random Over Sampler,Standardization,0,,1.0,0.75,0.8571428571428571,4
Random Forest 5,Pearson Coeff,Random Over Sampler,Standardization,1,,0.9629629629629629,1.0,0.9811320754716981,26
Random Forest mean,Pearson Coeff,Random Over Sampler,Standardization,0,0.9344086021505376,0.95,0.5900000000000001,0.7214285714285713
Random Forest mean,Pearson Coeff,Random Over Sampler,Standardization,1,0.9344086021505376,0.9349206349206349,0.9923076923076923,0.9626834381551361
Random Forest 1,Pearson Coeff,Random Over Sampler,MinMax Scaler,0,,0.5,0.4,0.4444444444444445,5
Random Forest 1,Pearson Coeff,Random Over Sampler,MinMax Scaler,1,,0.8888888888888888,0.9230769230769231,0.9056603773584906,26
Random Forest 2,Pearson Coeff,Random Over Sampler,MinMax Scaler,0,,1.0,0.6,0.7499999999999999,5
Random Forest 2,Pearson Coeff,Random Over Sampler,MinMax Scaler,1,,0.9285714285714286,1.0,0.962962962962963,26
Random Forest 3,Pearson Coeff,Random Over Sampler,MinMax Scaler,0,,1.0,0.25,0.4,4
Random Forest 3,Pearson Coeff,Random Over Sampler,MinMax Scaler,1,,0.896551724137931,1.0,0.9454545454545454,26
Random Forest 4,Pearson Coeff,Random Over Sampler,MinMax Scaler,0,,1.0,0.5,0.6666666666666666,4
Random Forest 4,Pearson Coeff,Random Over Sampler,MinMax Scaler,1,,0.9285714285714286,1.0,0.962962962962963,26
Random Forest 5,Pearson Coeff,Random Over Sampler,MinMax Scaler,0,,1.0,0.75,0.8571428571428571,4
Random Forest 5,Pearson Coeff,Random Over Sampler,MinMax Scaler,1,,0.9629629629629629,1.0,0.9811320754716981,26
Random Forest mean,Pearson Coeff,Random Over Sampler,MinMax Scaler,0,0.9148387096774193,0.9,0.5,0.6236507936507937
Random Forest mean,Pearson Coeff,Random Over Sampler,MinMax Scaler,1,0.9148387096774193,0.921109286626528,0.9846153846153847,0.951634584842132
Random Forest 1,Pearson Coeff,Random Over Sampler,Not Normalized,0,,1.0,0.4,0.5714285714285715,5
Random Forest 1,Pearson Coeff,Random Over Sampler,Not Normalized,1,,0.896551724137931,1.0,0.9454545454545454,26
Random Forest 2,Pearson Coeff,Random Over Sampler,Not Normalized,0,,1.0,0.6,0.7499999999999999,5
Random Forest 2,Pearson Coeff,Random Over Sampler,Not Normalized,1,,0.9285714285714286,1.0,0.962962962962963,26
Random Forest 3,Pearson Coeff,Random Over Sampler,Not Normalized,0,,1.0,0.25,0.4,4
Random Forest 3,Pearson Coeff,Random Over Sampler,Not Normalized,1,,0.896551724137931,1.0,0.9454545454545454,26
Random Forest 4,Pearson Coeff,Random Over Sampler,Not Normalized,0,,1.0,0.25,0.4,4
Random Forest 4,Pearson Coeff,Random Over Sampler,Not Normalized,1,,0.896551724137931,1.0,0.9454545454545454,26
Random Forest 5,Pearson Coeff,Random Over Sampler,Not Normalized,0,,1.0,0.75,0.8571428571428571,4
Random Forest 5,Pearson Coeff,Random Over Sampler,Not Normalized,1,,0.9629629629629629,1.0,0.9811320754716981,26
Random Forest mean,Pearson Coeff,Random Over Sampler,Not Normalized,0,0.9210752688172044,1.0,0.45,0.5957142857142858
Random Forest mean,Pearson Coeff,Random Over Sampler,Not Normalized,1,0.9210752688172044,0.9162379127896371,1.0,0.9560917349596595
Random Forest 1,Pearson Coeff,Random Under Sampler,Standardization,0,,0.3,0.6,0.4,5
Random Forest 1,Pearson Coeff,Random Under Sampler,Standardization,1,,0.9047619047619048,0.7307692307692307,0.8085106382978723,26
Random Forest 2,Pearson Coeff,Random Under Sampler,Standardization,0,,0.5,0.8,0.6153846153846154,5
Random Forest 2,Pearson Coeff,Random Under Sampler,Standardization,1,,0.9565217391304348,0.8461538461538461,0.8979591836734695,26
Random Forest 3,Pearson Coeff,Random Under Sampler,Standardization,0,,0.5,0.75,0.6,4
Random Forest 3,Pearson Coeff,Random Under Sampler,Standardization,1,,0.9583333333333334,0.8846153846153846,0.9199999999999999,26
Random Forest 4,Pearson Coeff,Random Under Sampler,Standardization,0,,1.0,1.0,1.0,4
Random Forest 4,Pearson Coeff,Random Under Sampler,Standardization,1,,1.0,1.0,1.0,26
Random Forest 5,Pearson Coeff,Random Under Sampler,Standardization,0,,0.4,1.0,0.5714285714285715,4
Random Forest 5,Pearson Coeff,Random Under Sampler,Standardization,1,,1.0,0.7692307692307693,0.8695652173913044,26
Random Forest mean,Pearson Coeff,Random Under Sampler,Standardization,0,0.843010752688172,0.5399999999999999,0.8300000000000001,0.6373626373626374
Random Forest mean,Pearson Coeff,Random Under Sampler,Standardization,1,0.843010752688172,0.9639233954451345,0.8461538461538461,0.8992070078725293
Random Forest 1,Pearson Coeff,Random Under Sampler,MinMax Scaler,0,,0.2727272727272727,0.6,0.37499999999999994,5
Random Forest 1,Pearson Coeff,Random Under Sampler,MinMax Scaler,1,,0.9,0.6923076923076923,0.7826086956521738,26
Random Forest 2,Pearson Coeff,Random Under Sampler,MinMax Scaler,0,,0.8,0.8,0.8000000000000002,5
Random Forest 2,Pearson Coeff,Random Under Sampler,MinMax Scaler,1,,0.9615384615384616,0.9615384615384616,0.9615384615384616,26
Random Forest 3,Pearson Coeff,Random Under Sampler,MinMax Scaler,0,,0.6,0.75,0.6666666666666665,4
Random Forest 3,Pearson Coeff,Random Under Sampler,MinMax Scaler,1,,0.96,0.9230769230769231,0.9411764705882353,26
Random Forest 4,Pearson Coeff,Random Under Sampler,MinMax Scaler,0,,0.42857142857142855,0.75,0.5454545454545454,4
Random Forest 4,Pearson Coeff,Random Under Sampler,MinMax Scaler,1,,0.9565217391304348,0.8461538461538461,0.8979591836734695,26
Random Forest 5,Pearson Coeff,Random Under Sampler,MinMax Scaler,0,,0.2727272727272727,0.75,0.39999999999999997,4
Random Forest 5,Pearson Coeff,Random Under Sampler,MinMax Scaler,1,,0.9473684210526315,0.6923076923076923,0.7999999999999999,26
Random Forest mean,Pearson Coeff,Random Under Sampler,MinMax Scaler,0,0.809247311827957,0.47480519480519484,0.73,0.5574242424242424
Random Forest mean,Pearson Coeff,Random Under Sampler,MinMax Scaler,1,0.809247311827957,0.9450857243443057,0.823076923076923,0.8766565622904681
Random Forest 1,Pearson Coeff,Random Under Sampler,Not Normalized,0,,0.25,0.6,0.35294117647058826,5
Random Forest 1,Pearson Coeff,Random Under Sampler,Not Normalized,1,,0.8947368421052632,0.6538461538461539,0.7555555555555555,26
Random Forest 2,Pearson Coeff,Random Under Sampler,Not Normalized,0,,0.6666666666666666,0.8,0.7272727272727272,5
Random Forest 2,Pearson Coeff,Random Under Sampler,Not Normalized,1,,0.96,0.9230769230769231,0.9411764705882353,26
Random Forest 3,Pearson Coeff,Random Under Sampler,Not Normalized,0,,0.5,0.75,0.6,4
Random Forest 3,Pearson Coeff,Random Under Sampler,Not Normalized,1,,0.9583333333333334,0.8846153846153846,0.9199999999999999,26
Random Forest 4,Pearson Coeff,Random Under Sampler,Not Normalized,0,,0.8,1.0,0.888888888888889,4
Random Forest 4,Pearson Coeff,Random Under Sampler,Not Normalized,1,,1.0,0.9615384615384616,0.9803921568627451,26
Random Forest 5,Pearson Coeff,Random Under Sampler,Not Normalized,0,,0.3,0.75,0.4285714285714285,4
Random Forest 5,Pearson Coeff,Random Under Sampler,Not Normalized,1,,0.95,0.7307692307692307,0.8260869565217392,26
Random Forest mean,Pearson Coeff,Random Under Sampler,Not Normalized,0,0.823010752688172,0.5033333333333333,0.78,0.5995348442407266
Random Forest mean,Pearson Coeff,Random Under Sampler,Not Normalized,1,0.823010752688172,0.9526140350877194,0.8307692307692308,0.884642227905655
Random Forest 1,Pearson Coeff,Not balanced,Standardization,0,,0.5,0.2,0.28571428571428575,5
Random Forest 1,Pearson Coeff,Not balanced,Standardization,1,,0.8620689655172413,0.9615384615384616,0.9090909090909091,26
Random Forest 2,Pearson Coeff,Not balanced,Standardization,0,,1.0,0.4,0.5714285714285715,5
Random Forest 2,Pearson Coeff,Not balanced,Standardization,1,,0.896551724137931,1.0,0.9454545454545454,26
Random Forest 3,Pearson Coeff,Not balanced,Standardization,0,,1.0,0.25,0.4,4
Random Forest 3,Pearson Coeff,Not balanced,Standardization,1,,0.896551724137931,1.0,0.9454545454545454,26
Random Forest 4,Pearson Coeff,Not balanced,Standardization,0,,1.0,0.5,0.6666666666666666,4
Random Forest 4,Pearson Coeff,Not balanced,Standardization,1,,0.9285714285714286,1.0,0.962962962962963,26
Random Forest 5,Pearson Coeff,Not balanced,Standardization,0,,1.0,0.75,0.8571428571428571,4
Random Forest 5,Pearson Coeff,Not balanced,Standardization,1,,0.9629629629629629,1.0,0.9811320754716981,26
Random Forest mean,Pearson Coeff,Not balanced,Standardization,0,0.9083870967741936,0.9,0.42000000000000004,0.5561904761904761
Random Forest mean,Pearson Coeff,Not balanced,Standardization,1,0.9083870967741936,0.909341361065499,0.9923076923076923,0.9488190076869321
Random Forest 1,Pearson Coeff,Not balanced,MinMax Scaler,0,,0.6666666666666666,0.4,0.5,5
Random Forest 1,Pearson Coeff,Not balanced,MinMax Scaler,1,,0.8928571428571429,0.9615384615384616,0.9259259259259259,26
Random Forest 2,Pearson Coeff,Not balanced,MinMax Scaler,0,,1.0,0.4,0.5714285714285715,5
Random Forest 2,Pearson Coeff,Not balanced,MinMax Scaler,1,,0.896551724137931,1.0,0.9454545454545454,26
Random Forest 3,Pearson Coeff,Not balanced,MinMax Scaler,0,,1.0,0.75,0.8571428571428571,4
Random Forest 3,Pearson Coeff,Not balanced,MinMax Scaler,1,,0.9629629629629629,1.0,0.9811320754716981,26
Random Forest 4,Pearson Coeff,Not balanced,MinMax Scaler,0,,1.0,0.5,0.6666666666666666,4
Random Forest 4,Pearson Coeff,Not balanced,MinMax Scaler,1,,0.9285714285714286,1.0,0.962962962962963,26
Random Forest 5,Pearson Coeff,Not balanced,MinMax Scaler,0,,0.6,0.75,0.6666666666666665,4
Random Forest 5,Pearson Coeff,Not balanced,MinMax Scaler,1,,0.96,0.9230769230769231,0.9411764705882353,26
Random Forest mean,Pearson Coeff,Not balanced,MinMax Scaler,0,0.9148387096774193,0.8533333333333333,0.5599999999999999,0.6523809523809524
Random Forest mean,Pearson Coeff,Not balanced,MinMax Scaler,1,0.9148387096774193,0.928188651705893,0.976923076923077,0.9513303960806736
Random Forest 1,Pearson Coeff,Not balanced,Not Normalized,0,,0.6666666666666666,0.4,0.5,5
Random Forest 1,Pearson Coeff,Not balanced,Not Normalized,1,,0.8928571428571429,0.9615384615384616,0.9259259259259259,26
Random Forest 2,Pearson Coeff,Not balanced,Not Normalized,0,,1.0,0.8,0.888888888888889,5
Random Forest 2,Pearson Coeff,Not balanced,Not Normalized,1,,0.9629629629629629,1.0,0.9811320754716981,26
Random Forest 3,Pearson Coeff,Not balanced,Not Normalized,0,,1.0,0.5,0.6666666666666666,4
Random Forest 3,Pearson Coeff,Not balanced,Not Normalized,1,,0.9285714285714286,1.0,0.962962962962963,26
Random Forest 4,Pearson Coeff,Not balanced,Not Normalized,0,,1.0,0.5,0.6666666666666666,4
Random Forest 4,Pearson Coeff,Not balanced,Not Normalized,1,,0.9285714285714286,1.0,0.962962962962963,26
Random Forest 5,Pearson Coeff,Not balanced,Not Normalized,0,,0.6,0.75,0.6666666666666665,4
Random Forest 5,Pearson Coeff,Not balanced,Not Normalized,1,,0.96,0.9230769230769231,0.9411764705882353,26
Random Forest mean,Pearson Coeff,Not balanced,Not Normalized,0,0.9210752688172045,0.8533333333333333,0.5900000000000001,0.6777777777777777
Random Forest mean,Pearson Coeff,Not balanced,Not Normalized,1,0.9210752688172045,0.9345925925925925,0.976923076923077,0.954832079582357
Random Forest 1,Information Gain,Random Over Sampler,Standardization,0,,0.8,0.8,0.8000000000000002,5
Random Forest 1,Information Gain,Random Over Sampler,Standardization,1,,0.9615384615384616,0.9615384615384616,0.9615384615384616,26
Random Forest 2,Information Gain,Random Over Sampler,Standardization,0,,1.0,0.6,0.7499999999999999,5
Random Forest 2,Information Gain,Random Over Sampler,Standardization,1,,0.9285714285714286,1.0,0.962962962962963,26
Random Forest 3,Information Gain,Random Over Sampler,Standardization,0,,1.0,0.5,0.6666666666666666,4
Random Forest 3,Information Gain,Random Over Sampler,Standardization,1,,0.9285714285714286,1.0,0.962962962962963,26
Random Forest 4,Information Gain,Random Over Sampler,Standardization,0,,1.0,1.0,1.0,4
Random Forest 4,Information Gain,Random Over Sampler,Standardization,1,,1.0,1.0,1.0,26
Random Forest 5,Information Gain,Random Over Sampler,Standardization,0,,1.0,1.0,1.0,4
Random Forest 5,Information Gain,Random Over Sampler,Standardization,1,,1.0,1.0,1.0,26
Random Forest mean,Information Gain,Random Over Sampler,Standardization,0,0.9608602150537635,0.96,0.78,0.8433333333333334
Random Forest mean,Information Gain,Random Over Sampler,Standardization,1,0.9608602150537635,0.9637362637362636,0.9923076923076923,0.9774928774928775
Random Forest 1,Information Gain,Random Over Sampler,MinMax Scaler,0,,1.0,0.8,0.888888888888889,5
Random Forest 1,Information Gain,Random Over Sampler,MinMax Scaler,1,,0.9629629629629629,1.0,0.9811320754716981,26
Random Forest 2,Information Gain,Random Over Sampler,MinMax Scaler,0,,1.0,0.6,0.7499999999999999,5
Random Forest 2,Information Gain,Random Over Sampler,MinMax Scaler,1,,0.9285714285714286,1.0,0.962962962962963,26
Random Forest 3,Information Gain,Random Over Sampler,MinMax Scaler,0,,1.0,0.5,0.6666666666666666,4
Random Forest 3,Information Gain,Random Over Sampler,MinMax Scaler,1,,0.9285714285714286,1.0,0.962962962962963,26
Random Forest 4,Information Gain,Random Over Sampler,MinMax Scaler,0,,1.0,0.75,0.8571428571428571,4
Random Forest 4,Information Gain,Random Over Sampler,MinMax Scaler,1,,0.9629629629629629,1.0,0.9811320754716981,26
Random Forest 5,Information Gain,Random Over Sampler,MinMax Scaler,0,,1.0,1.0,1.0,4
Random Forest 5,Information Gain,Random Over Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
Random Forest mean,Information Gain,Random Over Sampler,MinMax Scaler,0,0.9606451612903226,1.0,0.73,0.8325396825396826
Random Forest mean,Information Gain,Random Over Sampler,MinMax Scaler,1,0.9606451612903226,0.9566137566137567,1.0,0.9776380153738644
Random Forest 1,Information Gain,Random Over Sampler,Not Normalized,0,,0.8,0.8,0.8000000000000002,5
Random Forest 1,Information Gain,Random Over Sampler,Not Normalized,1,,0.9615384615384616,0.9615384615384616,0.9615384615384616,26
Random Forest 2,Information Gain,Random Over Sampler,Not Normalized,0,,1.0,0.6,0.7499999999999999,5
Random Forest 2,Information Gain,Random Over Sampler,Not Normalized,1,,0.9285714285714286,1.0,0.962962962962963,26
Random Forest 3,Information Gain,Random Over Sampler,Not Normalized,0,,1.0,0.5,0.6666666666666666,4
Random Forest 3,Information Gain,Random Over Sampler,Not Normalized,1,,0.9285714285714286,1.0,0.962962962962963,26
Random Forest 4,Information Gain,Random Over Sampler,Not Normalized,0,,1.0,1.0,1.0,4
Random Forest 4,Information Gain,Random Over Sampler,Not Normalized,1,,1.0,1.0,1.0,26
Random Forest 5,Information Gain,Random Over Sampler,Not Normalized,0,,1.0,1.0,1.0,4
Random Forest 5,Information Gain,Random Over Sampler,Not Normalized,1,,1.0,1.0,1.0,26
Random Forest mean,Information Gain,Random Over Sampler,Not Normalized,0,0.9608602150537635,0.96,0.78,0.8433333333333334
Random Forest mean,Information Gain,Random Over Sampler,Not Normalized,1,0.9608602150537635,0.9637362637362636,0.9923076923076923,0.9774928774928775
Random Forest 1,Information Gain,Random Under Sampler,Standardization,0,,0.3333333333333333,0.8,0.47058823529411764,5
Random Forest 1,Information Gain,Random Under Sampler,Standardization,1,,0.9473684210526315,0.6923076923076923,0.7999999999999999,26
Random Forest 2,Information Gain,Random Under Sampler,Standardization,0,,0.36363636363636365,0.8,0.5000000000000001,5
Random Forest 2,Information Gain,Random Under Sampler,Standardization,1,,0.95,0.7307692307692307,0.8260869565217392,26
Random Forest 3,Information Gain,Random Under Sampler,Standardization,0,,0.3333333333333333,0.75,0.46153846153846156,4
Random Forest 3,Information Gain,Random Under Sampler,Standardization,1,,0.9523809523809523,0.7692307692307693,0.8510638297872339,26
Random Forest 4,Information Gain,Random Under Sampler,Standardization,0,,1.0,1.0,1.0,4
Random Forest 4,Information Gain,Random Under Sampler,Standardization,1,,1.0,1.0,1.0,26
Random Forest 5,Information Gain,Random Under Sampler,Standardization,0,,0.4444444444444444,1.0,0.6153846153846153,4
Random Forest 5,Information Gain,Random Under Sampler,Standardization,1,,1.0,0.8076923076923077,0.8936170212765957,26
Random Forest mean,Information Gain,Random Under Sampler,Standardization,0,0.8103225806451613,0.494949494949495,0.8699999999999999,0.609502262443439
Random Forest mean,Information Gain,Random Under Sampler,Standardization,1,0.8103225806451613,0.9699498746867168,0.8,0.8741535615171138
Random Forest 1,Information Gain,Random Under Sampler,MinMax Scaler,0,,0.4166666666666667,1.0,0.5882352941176471,5
Random Forest 1,Information Gain,Random Under Sampler,MinMax Scaler,1,,1.0,0.7307692307692307,0.8444444444444443,26
Random Forest 2,Information Gain,Random Under Sampler,MinMax Scaler,0,,0.625,1.0,0.7692307692307693,5
Random Forest 2,Information Gain,Random Under Sampler,MinMax Scaler,1,,1.0,0.8846153846153846,0.9387755102040816,26
Random Forest 3,Information Gain,Random Under Sampler,MinMax Scaler,0,,0.375,0.75,0.5,4
Random Forest 3,Information Gain,Random Under Sampler,MinMax Scaler,1,,0.9545454545454546,0.8076923076923077,0.875,26
Random Forest 4,Information Gain,Random Under Sampler,MinMax Scaler,0,,1.0,1.0,1.0,4
Random Forest 4,Information Gain,Random Under Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
Random Forest 5,Information Gain,Random Under Sampler,MinMax Scaler,0,,0.4,1.0,0.5714285714285715,4
Random Forest 5,Information Gain,Random Under Sampler,MinMax Scaler,1,,1.0,0.7692307692307693,0.8695652173913044,26
Random Forest mean,Information Gain,Random Under Sampler,MinMax Scaler,0,0.8554838709677419,0.5633333333333334,0.95,0.6857789269553975
Random Forest mean,Information Gain,Random Under Sampler,MinMax Scaler,1,0.8554838709677419,0.990909090909091,0.8384615384615385,0.905557034407966
Random Forest 1,Information Gain,Random Under Sampler,Not Normalized,0,,0.36363636363636365,0.8,0.5000000000000001,5
Random Forest 1,Information Gain,Random Under Sampler,Not Normalized,1,,0.95,0.7307692307692307,0.8260869565217392,26
Random Forest 2,Information Gain,Random Under Sampler,Not Normalized,0,,0.7142857142857143,1.0,0.8333333333333333,5
Random Forest 2,Information Gain,Random Under Sampler,Not Normalized,1,,1.0,0.9230769230769231,0.9600000000000001,26
Random Forest 3,Information Gain,Random Under Sampler,Not Normalized,0,,0.375,0.75,0.5,4
Random Forest 3,Information Gain,Random Under Sampler,Not Normalized,1,,0.9545454545454546,0.8076923076923077,0.875,26
Random Forest 4,Information Gain,Random Under Sampler,Not Normalized,0,,0.5714285714285714,1.0,0.7272727272727273,4
Random Forest 4,Information Gain,Random Under Sampler,Not Normalized,1,,1.0,0.8846153846153846,0.9387755102040816,26
Random Forest 5,Information Gain,Random Under Sampler,Not Normalized,0,,0.36363636363636365,1.0,0.5333333333333333,4
Random Forest 5,Information Gain,Random Under Sampler,Not Normalized,1,,1.0,0.7307692307692307,0.8444444444444443,26
Random Forest mean,Information Gain,Random Under Sampler,Not Normalized,0,0.8288172043010753,0.47759740259740263,0.9099999999999999,0.6187878787878788
Random Forest mean,Information Gain,Random Under Sampler,Not Normalized,1,0.8288172043010753,0.9809090909090908,0.8153846153846154,0.888861382234053
Random Forest 1,Information Gain,Not balanced,Standardization,0,,0.5,0.2,0.28571428571428575,5
Random Forest 1,Information Gain,Not balanced,Standardization,1,,0.8620689655172413,0.9615384615384616,0.9090909090909091,26
Random Forest 2,Information Gain,Not balanced,Standardization,0,,1.0,0.2,0.33333333333333337,5
Random Forest 2,Information Gain,Not balanced,Standardization,1,,0.8666666666666667,1.0,0.9285714285714286,26
Random Forest 3,Information Gain,Not balanced,Standardization,0,,1.0,0.75,0.8571428571428571,4
Random Forest 3,Information Gain,Not balanced,Standardization,1,,0.9629629629629629,1.0,0.9811320754716981,26
Random Forest 4,Information Gain,Not balanced,Standardization,0,,1.0,1.0,1.0,4
Random Forest 4,Information Gain,Not balanced,Standardization,1,,1.0,1.0,1.0,26
Random Forest 5,Information Gain,Not balanced,Standardization,0,,1.0,1.0,1.0,4
Random Forest 5,Information Gain,Not balanced,Standardization,1,,1.0,1.0,1.0,26
Random Forest mean,Information Gain,Not balanced,Standardization,0,0.935268817204301,0.9,0.63,0.6952380952380952
Random Forest mean,Information Gain,Not balanced,Standardization,1,0.935268817204301,0.9383397190293742,0.9923076923076923,0.9637588826268072
Random Forest 1,Information Gain,Not balanced,MinMax Scaler,0,,0.5,0.4,0.4444444444444445,5
Random Forest 1,Information Gain,Not balanced,MinMax Scaler,1,,0.8888888888888888,0.9230769230769231,0.9056603773584906,26
Random Forest 2,Information Gain,Not balanced,MinMax Scaler,0,,1.0,0.2,0.33333333333333337,5
Random Forest 2,Information Gain,Not balanced,MinMax Scaler,1,,0.8666666666666667,1.0,0.9285714285714286,26
Random Forest 3,Information Gain,Not balanced,MinMax Scaler,0,,1.0,0.75,0.8571428571428571,4
Random Forest 3,Information Gain,Not balanced,MinMax Scaler,1,,0.9629629629629629,1.0,0.9811320754716981,26
Random Forest 4,Information Gain,Not balanced,MinMax Scaler,0,,1.0,0.75,0.8571428571428571,4
Random Forest 4,Information Gain,Not balanced,MinMax Scaler,1,,0.9629629629629629,1.0,0.9811320754716981,26
Random Forest 5,Information Gain,Not balanced,MinMax Scaler,0,,1.0,1.0,1.0,4
Random Forest 5,Information Gain,Not balanced,MinMax Scaler,1,,1.0,1.0,1.0,26
Random Forest mean,Information Gain,Not balanced,MinMax Scaler,0,0.9286021505376343,0.9,0.62,0.6984126984126984
Random Forest mean,Information Gain,Not balanced,MinMax Scaler,1,0.9286021505376343,0.9362962962962962,0.9846153846153847,0.959299191374663
Random Forest 1,Information Gain,Not balanced,Not Normalized,0,,0.5,0.2,0.28571428571428575,5
Random Forest 1,Information Gain,Not balanced,Not Normalized,1,,0.8620689655172413,0.9615384615384616,0.9090909090909091,26
Random Forest 2,Information Gain,Not balanced,Not Normalized,0,,1.0,0.6,0.7499999999999999,5
Random Forest 2,Information Gain,Not balanced,Not Normalized,1,,0.9285714285714286,1.0,0.962962962962963,26
Random Forest 3,Information Gain,Not balanced,Not Normalized,0,,1.0,0.25,0.4,4
Random Forest 3,Information Gain,Not balanced,Not Normalized,1,,0.896551724137931,1.0,0.9454545454545454,26
Random Forest 4,Information Gain,Not balanced,Not Normalized,0,,1.0,0.75,0.8571428571428571,4
Random Forest 4,Information Gain,Not balanced,Not Normalized,1,,0.9629629629629629,1.0,0.9811320754716981,26
Random Forest 5,Information Gain,Not balanced,Not Normalized,0,,0.6666666666666666,1.0,0.8,4
Random Forest 5,Information Gain,Not balanced,Not Normalized,1,,1.0,0.9230769230769231,0.9600000000000001,26
Random Forest mean,Information Gain,Not balanced,Not Normalized,0,0.9148387096774193,0.8333333333333334,0.5599999999999999,0.6185714285714285
Random Forest mean,Information Gain,Not balanced,Not Normalized,1,0.9148387096774193,0.9300310162379126,0.976923076923077,0.951728098596023
Random Forest 1,Fisher Score,Random Over Sampler,Standardization,0,,0.0,0.0,0.0,5
Random Forest 1,Fisher Score,Random Over Sampler,Standardization,1,,0.8,0.7692307692307693,0.7843137254901961,26
Random Forest 2,Fisher Score,Random Over Sampler,Standardization,0,,1.0,0.0,0.0,5
Random Forest 2,Fisher Score,Random Over Sampler,Standardization,1,,0.8387096774193549,1.0,0.9122807017543859,26
Random Forest 3,Fisher Score,Random Over Sampler,Standardization,0,,0.0,0.0,0.0,4
Random Forest 3,Fisher Score,Random Over Sampler,Standardization,1,,0.8571428571428571,0.9230769230769231,0.888888888888889,26
Random Forest 4,Fisher Score,Random Over Sampler,Standardization,0,,1.0,0.0,0.0,4
Random Forest 4,Fisher Score,Random Over Sampler,Standardization,1,,0.8666666666666667,1.0,0.9285714285714286,26
Random Forest 5,Fisher Score,Random Over Sampler,Standardization,0,,0.0,0.0,0.0,4
Random Forest 5,Fisher Score,Random Over Sampler,Standardization,1,,0.8571428571428571,0.9230769230769231,0.888888888888889,26
Random Forest mean,Fisher Score,Random Over Sampler,Standardization,0,0.7901075268817206,0.4,0.0,0.0
Random Forest mean,Fisher Score,Random Over Sampler,Standardization,1,0.7901075268817206,0.8439324116743471,0.9230769230769231,0.8805887267187578
Random Forest 1,Fisher Score,Random Over Sampler,MinMax Scaler,0,,0.0,0.0,0.0,5
Random Forest 1,Fisher Score,Random Over Sampler,MinMax Scaler,1,,0.8076923076923077,0.8076923076923077,0.8076923076923077,26
Random Forest 2,Fisher Score,Random Over Sampler,MinMax Scaler,0,,1.0,0.2,0.33333333333333337,5
Random Forest 2,Fisher Score,Random Over Sampler,MinMax Scaler,1,,0.8666666666666667,1.0,0.9285714285714286,26
Random Forest 3,Fisher Score,Random Over Sampler,MinMax Scaler,0,,0.0,0.0,0.0,4
Random Forest 3,Fisher Score,Random Over Sampler,MinMax Scaler,1,,0.8620689655172413,0.9615384615384616,0.9090909090909091,26
Random Forest 4,Fisher Score,Random Over Sampler,MinMax Scaler,0,,1.0,0.25,0.4,4
Random Forest 4,Fisher Score,Random Over Sampler,MinMax Scaler,1,,0.896551724137931,1.0,0.9454545454545454,26
Random Forest 5,Fisher Score,Random Over Sampler,MinMax Scaler,0,,0.0,0.0,0.0,4
Random Forest 5,Fisher Score,Random Over Sampler,MinMax Scaler,1,,0.8571428571428571,0.9230769230769231,0.888888888888889,26
Random Forest mean,Fisher Score,Random Over Sampler,MinMax Scaler,0,0.8163440860215054,0.4,0.09,0.14666666666666667
Random Forest mean,Fisher Score,Random Over Sampler,MinMax Scaler,1,0.8163440860215054,0.8580245042314008,0.9384615384615385,0.895939615939616
Random Forest 1,Fisher Score,Random Over Sampler,Not Normalized,0,,0.16666666666666666,0.2,0.1818181818181818,5
Random Forest 1,Fisher Score,Random Over Sampler,Not Normalized,1,,0.84,0.8076923076923077,0.8235294117647058,26
Random Forest 2,Fisher Score,Random Over Sampler,Not Normalized,0,,1.0,0.2,0.33333333333333337,5
Random Forest 2,Fisher Score,Random Over Sampler,Not Normalized,1,,0.8666666666666667,1.0,0.9285714285714286,26
Random Forest 3,Fisher Score,Random Over Sampler,Not Normalized,0,,0.0,0.0,0.0,4
Random Forest 3,Fisher Score,Random Over Sampler,Not Normalized,1,,0.8620689655172413,0.9615384615384616,0.9090909090909091,26
